"creditpolicy","loanamnt","term","intrate","grade","emplength","targetloanstatus","dti","inqlast6mths","revolbal","revolutil","totalacc","delin2years","homeowner","logannualinc","ratioacc","verified","purpose_mod"
"1",11500,36,0.1036,"B",6,"0",22.16,1,14088,0.719,10,"N","N",10.30895,0.8,"N","debt_consolidation"
"1",20000,36,0.0617,"A",10,"0",14.26,0,12386,0.291,33,"N","Y",11.15625,0.2727273,"Y","small_business"
"1",16750,60,0.0962,"B",7,"0",20.45,0,9721,0.876,39,"N","Y",10.81978,0.1538462,"Y","debt_consolidation"
"1",25000,36,0.152,"D",4,"0",19.55,2,6151,0.228,20,"N","Y",11.01863,0.75,"Y","small_business"
"1",13000,36,0.1595,"E",6,"0",2.39,0,1493,0.196,27,"Y","Y",10.6736,0.1851852,"N","major_purchase"
"1",4500,36,0.0654,"A",10,"0",15.82,0,6049,0.309,29,"Y","Y",10.57132,0.5517241,"N","medical"
"1",12000,60,0.1446,"D",10,"1",2.2,2,4193,0.291,10,"N","N",11.35041,0.8,"N","debt_consolidation"
"1",15000,60,0.1966,"G",3,"0",10.45,0,0,0,16,"N","Y",11.18164,0.125,"Y","car"
"1",15600,60,0.0888,"B",10,"0",13.93,5,611,0.12,28,"N","Y",11.28978,0.2857143,"Y","debt_consolidation"
"1",4000,36,0.0999,"B",6,"0",22.7,1,10291,0.547,21,"N","N",10.7364,0.5238095,"Y","house"
"1",9900,60,0.0999,"B",7,"1",10.72,0,8410,0.472,8,"N","Y",10.02127,0.5,"Y","debt_consolidation"
"1",10000,60,0.0691,"A",8,"0",19.2,2,5448,0.545,20,"N","Y",10.77896,0.2,"N","home_improvement"
"1",6000,60,0.1557,"D",7,"0",17.42,1,7184,0.42,24,"N","N",10.50507,0.5416667,"Y","credit_card"
"1",9500,36,0.0542,"A",5,"0",16.88,3,44765,0.17,53,"N","Y",11.69525,0.1698113,"N","debt_consolidation"
"1",2000,60,0.0691,"A",4,"0",13.46,1,18567,0.412,22,"N","N",10.98529,0.4090909,"Y","debt_consolidation"
"1",4200,60,0.0999,"B",1,"1",2.7,0,810,0.139,6,"N","Y",9.903688,1,"Y","other"
"1",10000,36,0.0654,"A",10,"1",9.89,1,15588,0.474,28,"N","Y",11.728,0.4642857,"N","debt_consolidation"
"1",1500,36,0.0888,"B",2,"0",19.76,0,99,0.247,14,"N","N",9.553079,0.5,"Y","other"
"1",8000,36,0.0617,"A",3,"0",20.58,1,6772,0.312,21,"N","N",10.7364,0.6190476,"Y","car"
"1",21600,36,0.0691,"A",10,"0",23.64,0,23745,0.66,25,"N","N",11.32664,0.44,"Y","debt_consolidation"
"1",5000,36,0.0617,"A",1,"0",11.82,0,1379,0.511,10,"N","N",10.59663,0.5,"N","vacation"
"1",11000,36,0.0654,"A",3,"0",3.74,0,4168,0.219,9,"N","Y",10.64542,0.4444444,"Y","car"
"1",15000,60,0.0888,"B",4,"0",14.23,2,81721,0.716,22,"N","Y",11.76757,0.5454545,"Y","debt_consolidation"
"1",10000,36,0.0617,"A",10,"0",13.99,2,25678,0.612,23,"N","Y",11.37939,0.2608696,"Y","debt_consolidation"
"1",12000,60,0.1261,"C",5,"1",22.69,0,8749,0.972,18,"N","N",10.71442,0.2777778,"Y","debt_consolidation"
"1",14400,60,0.0617,"A",10,"0",13.62,1,9473,0.187,43,"N","Y",11.82041,0.372093,"N","credit_card"
"1",10000,36,0.1817,"F",10,"0",12.29,2,828,0.414,24,"Y","Y",11.57119,0.4166667,"Y","other"
"1",1750,36,0.0999,"B",10,"0",17.4,3,33916,0.681,40,"N","Y",11.0021,0.325,"N","house"
"1",10000,36,0.0617,"A",10,"0",13.51,1,13424,0.363,22,"N","N",10.81986,0.1818182,"Y","debt_consolidation"
"1",9500,60,0.0962,"B",10,"0",16.58,0,0,0,20,"Y","N",11.58989,0.3,"Y","credit_card"
"1",25000,60,0.1446,"D",4,"0",10.68,1,20615,0.548,18,"N","Y",11.51289,0.6666667,"Y","debt_consolidation"
"1",12000,60,0.1632,"E",10,"0",15.4,3,8278,0.774,11,"N","Y",10.77896,0.4545455,"N","debt_consolidation"
"1",24000,60,0.0999,"B",4,"0",7.05,0,7742,0.582,12,"N","Y",10.77896,0.5,"Y","home_improvement"
"1",10000,36,0.0579,"A",10,"0",13.61,2,7415,0.138,17,"N","N",11.22524,0.5294118,"N","debt_consolidation"
"1",16000,36,0.1409,"D",5,"0",3.05,0,1070,0.11,12,"Y","N",11.12726,0.9166667,"Y","debt_consolidation"
"1",24000,60,0.1891,"F",7,"0",21.14,1,27033,0.764,35,"N","Y",11.56172,0.3142857,"Y","wedding"
"1",5000,36,0.0617,"A",4,"0",4.72,1,3486,0.41,14,"N","N",11.28978,0.4285714,"Y","moving"
"1",7400,36,0.1036,"B",5,"0",8.98,1,8248,0.561,14,"N","N",10.96813,0.7142857,"Y","debt_consolidation"
"1",10000,60,0.0691,"A",5,"0",13.85,1,11089,0.385,22,"N","Y",11.14533,0.4545455,"Y","debt_consolidation"
"1",14000,36,0.1483,"D",10,"0",20.16,0,17013,0.616,36,"N","N",10.81978,0.1944444,"Y","credit_card"
"1",9600,36,0.1223,"C",1,"0",9.75,3,8571,0.504,18,"N","N",10.83958,0.6666667,"Y","credit_card"
"1",6000,36,0.1261,"C",1,"0",6.24,2,9570,0.454,15,"N","N",10.71442,0.6666667,"N","debt_consolidation"
"1",20000,60,0.0962,"B",6,"0",7.79,1,21056,0.466,27,"N","N",10.91509,0.3333333,"Y","debt_consolidation"
"1",2500,36,0.0962,"B",4,"0",16.43,0,8579,0.38,39,"N","Y",11.08202,0.3846154,"Y","major_purchase"
"1",11200,36,0.1036,"B",5,"0",21.29,0,3089,0.883,18,"N","N",10.4631,0.3888889,"N","debt_consolidation"
"1",7500,60,0.1261,"C",1,"0",6.64,3,8629,0.872,10,"N","Y",11.60824,0.7,"Y","home_improvement"
"1",5600,36,0.1298,"C",10,"0",14.19,1,79947,0.862,16,"Y","Y",11.60824,0.625,"Y","home_improvement"
"1",10000,36,0.0999,"B",1,"0",12.82,0,4661,0.444,38,"N","N",11.18442,0.2368421,"N","debt_consolidation"
"1",12975,36,0.0691,"A",6,"0",10.18,1,12218,0.491,12,"N","Y",11.48247,0.4166667,"N","car"
"1",4800,60,0.1595,"E",10,"0",14.27,1,11027,0.25,27,"N","N",10.7364,0.6296296,"Y","credit_card"
"1",4800,36,0.1036,"B",2,"0",16.49,1,39,0.022,15,"N","N",10.79138,0.4,"Y","debt_consolidation"
"1",14500,60,0.1446,"D",10,"0",24.97,0,14045,0.943,17,"N","N",10.7364,0.4117647,"Y","credit_card"
"1",25000,60,0.1036,"B",10,"1",15.78,3,25020,0.531,21,"N","Y",11.51289,0.3809524,"Y","debt_consolidation"
"1",16000,60,0.152,"D",5,"1",13.99,0,19396,0.862,14,"N","N",11.28978,0.4285714,"Y","debt_consolidation"
"1",4000,36,0.0999,"B",10,"0",3.72,1,2420,0.116,9,"N","N",11.18442,0.5555556,"Y","debt_consolidation"
"1",2000,60,0.1706,"E",1,"1",15.05,1,5996,0.999,22,"N","N",10.77896,0.1363636,"Y","major_purchase"
"1",25000,36,0.152,"D",10,"0",1.21,0,6130,0.547,13,"Y","Y",12.20607,0.3076923,"Y","debt_consolidation"
"1",8000,60,0.1446,"D",1,"0",22.32,0,11335,0.736,35,"N","N",10.9682,0.1428571,"N","credit_card"
"1",6500,60,0.0691,"A",4,"0",7.14,2,11787,0.614,25,"N","N",11.0021,0.24,"N","car"
"1",15000,36,0.0691,"A",7,"0",23.4,0,66427,0.266,50,"N","Y",11.71994,0.42,"N","car"
"1",9600,60,0.1595,"E",6,"0",19.36,3,7110,0.641,19,"N","Y",10.51867,0.5263158,"N","debt_consolidation"
"1",4000,36,0.1036,"B",2,"0",13.31,0,15353,0.753,28,"N","N",10.69194,0.4642857,"N","debt_consolidation"
"1",25000,36,0.1335,"C",1,"0",23.37,2,35520,0.592,37,"N","N",11.28517,0.6486486,"Y","debt_consolidation"
"1",4000,36,0.0579,"A",1,"0",0.9,0,90,0.002,26,"N","Y",9.903488,0.4615385,"N","home_improvement"
"1",20000,60,0.1036,"B",2,"0",20.56,0,65942,0.867,20,"N","Y",11.58989,0.4,"Y","debt_consolidation"
"1",6250,36,0.1372,"C",3,"0",18.45,0,5889,0.719,14,"N","N",10.08581,0.7857143,"N","credit_card"
"1",15000,60,0.1483,"D",10,"0",17.09,0,29203,0.445,26,"N","Y",11.51293,0.5384615,"N","credit_card"
"1",2000,36,0.1446,"D",1,"0",17.8,3,3946,0.717,28,"N","Y",10.30895,0.7857143,"Y","other"
"1",8900,36,0.0617,"A",1,"0",4.47,0,8932,0.447,18,"N","N",11.28978,0.3333333,"Y","debt_consolidation"
"1",20000,60,0.0962,"B",6,"0",18.7,0,46227,0.584,30,"N","N",12.20607,0.4333333,"Y","credit_card"
"1",12000,60,0.1632,"E",1,"0",15.76,0,24759,0.971,13,"N","N",11.28978,0.3846154,"Y","credit_card"
"1",13000,60,0.1261,"C",8,"0",19.81,1,11356,0.844,25,"N","N",10.66896,0.36,"Y","debt_consolidation"
"1",10000,60,0.152,"D",5,"1",17.68,0,17512,0.687,28,"N","Y",11.22524,0.4642857,"N","wedding"
"1",14000,60,0.152,"D",4,"0",21.82,1,45502,0.925,21,"N","Y",11.42081,0.3809524,"N","other"
"1",3000,36,0.1335,"C",6,"0",19.83,1,1672,0.929,11,"N","Y",10.04325,0.3636364,"Y","debt_consolidation"
"1",12000,60,0.0579,"A",10,"0",18.28,0,14927,0.249,50,"N","Y",11.08214,0.32,"N","debt_consolidation"
"1",5000,36,0.1036,"B",2,"0",16.84,0,10588,0.999,15,"N","Y",11.0021,0.4666667,"N","medical"
"1",1000,36,0.1372,"C",1,"0",2.72,0,2031,0.344,7,"Y","Y",10.30895,0.5714286,"N","home_improvement"
"1",5000,36,0.0617,"A",6,"0",10.43,1,10865,0.445,33,"N","Y",10.98529,0.3030303,"N","home_improvement"
"1",4000,60,0.1223,"C",5,"1",2.63,0,13865,0.9,20,"N","Y",11.63518,0.25,"N","other"
"1",2400,36,0.0925,"B",0,"0",12.86,1,9420,0.346,33,"Y","N",11.46163,0.6060606,"N","debt_consolidation"
"1",4000,36,0.1335,"C",10,"1",14.74,0,63060,0.805,36,"Y","Y",11.69525,0.3611111,"N","other"
"1",5500,36,0.0654,"A",4,"0",20.77,0,1296,0.139,8,"N","N",10.04325,0.5,"Y","car"
"1",24250,36,0.0888,"B",10,"0",15.97,1,52268,0.748,16,"N","Y",11.46167,0.5,"Y","debt_consolidation"
"1",1400,36,0.1223,"C",1,"0",13.74,3,8849,0.56,42,"N","N",11.73607,0.3333333,"Y","wedding"
"1",8000,36,0.0654,"A",2,"1",12.75,0,11256,0.577,45,"N","N",11.63779,0.4444444,"Y","vacation"
"1",5000,60,0.1595,"E",3,"0",5.83,0,7971,0.973,5,"N","N",11.08214,1,"Y","debt_consolidation"
"1",2400,36,0.1036,"B",8,"0",9.47,0,4358,0.872,40,"N","Y",11.09741,0.25,"Y","debt_consolidation"
"1",20000,60,0.0691,"A",10,"0",12.68,0,4627,0.086,11,"N","Y",11.54248,0.5454545,"Y","debt_consolidation"
"1",15000,36,0.0654,"A",6,"0",13.01,3,5289,0.213,32,"N","N",11.22524,0.65625,"Y","debt_consolidation"
"1",10000,36,0.0617,"A",4,"0",17.06,0,9843,0.656,21,"N","N",10.81978,0.3333333,"Y","credit_card"
"1",4800,36,0.0579,"A",5,"0",20.57,1,7428,0.187,34,"N","Y",10.91509,0.5,"N","debt_consolidation"
"1",12000,36,0.0579,"A",5,"0",8.32,0,13141,0.112,42,"N","Y",11.38282,0.3571429,"Y","credit_card"
"1",12000,36,0.1335,"C",3,"0",15.76,0,6775,0.977,7,"N","N",10.65726,1,"Y","major_purchase"
"1",13000,36,0.152,"D",4,"0",19.5,0,14058,0.703,40,"N","N",11.19816,0.35,"Y","debt_consolidation"
"1",9250,60,0.1706,"E",5,"0",6.81,3,9292,0.808,7,"N","Y",10.55581,0.5714286,"N","home_improvement"
"1",7000,36,0.1036,"B",0,"0",21.51,3,43942,0.634,39,"N","Y",11.37779,0.3846154,"Y","debt_consolidation"
"1",5000,60,0.152,"D",10,"0",10.66,2,3021,0.816,43,"Y","Y",11.28978,0.1627907,"Y","debt_consolidation"
"1",7000,36,0.0617,"A",10,"0",14.35,0,27340,0.598,25,"N","Y",11.18442,0.4,"N","credit_card"
"1",19800,36,0.1557,"D",1,"0",8.37,2,17560,0.919,12,"N","Y",11.22524,0.5833333,"Y","debt_consolidation"
"1",5000,36,0.0691,"A",2,"1",8.5,3,3339,0.759,13,"N","N",9.574983,0.3076923,"Y","debt_consolidation"
"1",8900,60,0.0617,"A",6,"0",7.82,2,6416,0.233,34,"N","Y",11.15625,0.3235294,"N","car"
"1",12250,60,0.1483,"D",10,"0",18.53,1,3427,0.745,44,"Y","Y",10.75251,0.2045455,"Y","debt_consolidation"
"1",18250,60,0.1632,"E",10,"1",23.19,2,42254,0.947,28,"N","N",10.859,0.2857143,"Y","debt_consolidation"
"1",8500,60,0.1446,"D",5,"0",4.54,0,1583,0.067,21,"N","Y",11.26446,0.2857143,"N","major_purchase"
"1",20000,60,0.1557,"D",8,"0",20.68,0,5046,0.391,56,"N","Y",11.88446,0.1785714,"Y","other"
"1",20000,60,0.0999,"B",5,"0",8.98,0,13598,0.513,16,"N","Y",11.09331,0.75,"Y","credit_card"
"1",1500,36,0.1335,"C",3,"0",24.88,1,4598,0.575,10,"N","N",9.911456,0.8,"N","major_purchase"
"1",9000,60,0.1446,"D",10,"0",22.94,0,13574,0.848,10,"Y","N",10.64542,0.6,"N","other"
"1",17150,60,0.1483,"D",10,"0",17.64,1,79252,0.656,43,"N","N",11.40756,0.2790698,"Y","debt_consolidation"
"1",6000,60,0.0654,"A",10,"0",1.92,1,4370,0.355,13,"N","Y",11.40756,0.4615385,"Y","other"
"1",11000,36,0.0888,"B",3,"0",5.25,1,11089,0.437,15,"N","Y",11.15625,0.3333333,"N","credit_card"
"1",12000,36,0.0691,"A",4,"0",13.38,2,5307,0.24,31,"Y","N",11.04286,0.3548387,"Y","debt_consolidation"
"1",12250,36,0.1223,"C",1,"0",16.28,0,28028,0.749,31,"N","N",11.02517,0.3225806,"N","credit_card"
"1",10000,36,0.1372,"C",3,"0",23.88,0,17397,0.956,24,"N","N",11.63514,0.2916667,"N","credit_card"
"1",8500,36,0.0888,"B",2,"0",15.54,0,2607,0.186,7,"N","N",9.903488,0.7142857,"N","major_purchase"
"1",18000,36,0.1595,"E",2,"0",6.46,2,24652,0.756,24,"N","Y",11.88449,0.4583333,"Y","debt_consolidation"
"1",12000,60,0.0888,"B",5,"0",16.68,0,8435,0.242,14,"N","N",11.26446,0.2857143,"N","credit_card"
"1",11000,60,0.0691,"A",3,"0",9.12,2,3925,0.291,26,"N","Y",10.71442,0.3461538,"N","debt_consolidation"
"1",6000,36,0.0654,"A",1,"0",0.2,0,0,0,9,"N","Y",11.01863,0.4444444,"Y","home_improvement"
"1",11500,36,0.1298,"C",1,"0",9.87,2,47178,0.713,16,"N","Y",11.57119,0.5625,"Y","home_improvement"
"1",18000,36,0.0617,"A",2,"0",6.74,0,11797,0.221,15,"N","Y",11.79056,0.4,"Y","credit_card"
"1",3500,36,0.1261,"C",7,"0",9.59,2,5038,0.638,25,"Y","Y",11.32664,0.32,"Y","home_improvement"
"1",2400,36,0.1036,"B",1,"0",18.61,1,3280,0.556,19,"N","Y",10.87812,0.5789474,"Y","major_purchase"
"1",25000,36,0.2003,"G",4,"0",19.69,0,66753,0.958,47,"Y","Y",11.69525,0.1276596,"Y","debt_consolidation"
"1",25000,60,0.2077,"G",10,"0",22.12,1,11592,0.69,29,"N","Y",11.30958,0.2758621,"Y","debt_consolidation"
"1",1600,36,0.1298,"C",4,"0",7.1,2,5522,0.425,19,"N","N",10.12663,0.6315789,"Y","other"
"1",11000,36,0.0542,"A",1,"0",17.48,0,7588,0.093,38,"N","Y",10.91509,0.3157895,"Y","home_improvement"
"1",24250,60,0.0999,"B",7,"0",15.51,0,14611,0.301,47,"Y","Y",10.91509,0.3191489,"Y","major_purchase"
"1",4000,36,0.0579,"A",9,"0",23.94,2,2889,0.079,21,"N","N",10.93311,0.3333333,"Y","moving"
"1",12000,60,0.0654,"A",7,"0",18.18,0,3492,0.218,9,"N","N",10.42228,0.5555556,"N","credit_card"
"1",16200,36,0.1557,"D",2,"0",13.86,2,9692,0.999,16,"N","N",11.0021,0.375,"Y","debt_consolidation"
"1",8000,36,0.1557,"D",4,"0",10.08,0,27910,0.993,22,"N","Y",11.35036,0.4090909,"Y","debt_consolidation"
"1",10000,36,0.0579,"A",1,"0",20.37,0,9028,0.367,25,"N","N",11.18442,0.56,"N","credit_card"
"1",16000,36,0.0617,"A",10,"0",19.5,1,11164,0.165,22,"N","Y",11.22524,0.6363636,"N","debt_consolidation"
"1",8400,60,0.1036,"B",5,"0",12.68,0,29255,0.463,34,"N","Y",11.46055,0.3529412,"Y","debt_consolidation"
"1",15000,60,0.1557,"D",10,"0",3.54,1,4636,0.386,14,"N","Y",10.64542,0.5,"Y","debt_consolidation"
"1",10000,36,0.1483,"D",8,"0",21.91,0,16629,0.919,17,"N","Y",10.9682,0.5882353,"Y","debt_consolidation"
"1",13000,36,0.0691,"A",6,"0",7.26,0,12402,0.67,7,"N","N",11.22524,0.5714286,"Y","debt_consolidation"
"1",2000,36,0.1036,"B",2,"0",13.9,0,3966,0.436,10,"N","N",11.28978,1,"Y","credit_card"
"1",11000,36,0.0542,"A",10,"0",9.74,0,47681,0.2,27,"N","Y",10.64542,0.3703704,"N","credit_card"
"1",4000,36,0.0999,"B",3,"0",3.41,0,4655,0.303,16,"Y","Y",11.03495,0.5625,"Y","debt_consolidation"
"1",2000,36,0.0542,"A",10,"0",1.71,0,2306,0.08,13,"N","Y",10.4631,0.4615385,"N","small_business"
"1",12000,36,0.0654,"A",10,"0",11.48,0,63470,0,19,"N","Y",11.24379,0.2105263,"Y","debt_consolidation"
"1",12000,36,0.0999,"B",1,"0",0.45,0,227,0.027,3,"N","N",10.59663,1,"Y","other"
"1",4000,60,0.1483,"D",2,"0",6.82,1,372,0.372,10,"N","N",9.998616,0.9,"Y","other"
"1",9775,36,0.0691,"A",1,"0",7.63,0,9002,0.471,14,"N","Y",10.55111,0.7857143,"Y","debt_consolidation"
"1",25000,36,0.0999,"B",10,"0",7.45,0,12566,0.292,18,"N","Y",11.44035,0.5,"Y","major_purchase"
"1",12000,36,0.1298,"C",2,"0",16.64,1,19354,0.876,14,"N","N",11.22524,0.8571429,"Y","debt_consolidation"
"1",22000,60,0.1817,"F",10,"0",20.41,0,25811,0.967,21,"N","Y",11.69107,0.4761905,"Y","debt_consolidation"
"1",10000,60,0.1261,"C",5,"1",21.22,0,47364,0.937,15,"N","N",11.65668,0.5333333,"Y","small_business"
"1",20000,36,0.1817,"F",2,"0",22.97,1,36263,0.939,41,"N","N",11.65269,0.3902439,"Y","credit_card"
"1",17000,36,0.0617,"A",10,"0",10.98,0,24207,0.534,40,"N","Y",11.81303,0.325,"Y","credit_card"
"1",3000,60,0.0654,"A",7,"1",6.34,2,8075,0.311,23,"N","Y",10.81978,0.2608696,"Y","vacation"
"1",25000,36,0.152,"D",10,"0",11.14,0,26723,0.778,23,"N","N",11.15625,0.4347826,"Y","debt_consolidation"
"1",22750,36,0.0617,"A",3,"0",4.24,2,17546,0.36,25,"N","Y",10.37362,0.28,"Y","other"
"1",10000,36,0.1261,"C",1,"0",15.44,1,11039,0.699,7,"N","N",10.20537,0.7142857,"Y","debt_consolidation"
"1",25000,60,0.1966,"G",5,"1",21.33,1,8619,0.476,19,"Y","Y",11.35041,0.4736842,"Y","debt_consolidation"
"1",25000,60,0.1446,"D",3,"0",11.23,0,59293,0.269,24,"N","N",11.77529,0.4583333,"Y","credit_card"
"1",25000,36,0.0999,"B",10,"0",23.22,0,21441,0.436,24,"N","Y",11.28978,0.4583333,"Y","credit_card"
"1",4800,36,0.0788,"A",0,"0",16.77,0,19231,0.587,25,"N","N",10.18112,0.32,"Y","debt_consolidation"
"1",7000,36,0.0691,"A",3,"0",7.1,0,7612,0.624,27,"N","N",11.0021,0.2962963,"Y","credit_card"
"1",5000,36,0.0617,"A",2,"0",1.95,1,0,0,15,"N","N",10.77896,0.4,"N","other"
"1",2400,36,0.1557,"D",1,"0",20.26,0,1910,0.955,10,"N","N",10.59663,0.5,"Y","debt_consolidation"
"1",10000,60,0.0617,"A",6,"0",9.36,1,37677,0.529,23,"N","Y",11.15625,0.2608696,"N","home_improvement"
"1",5000,36,0.1223,"C",1,"0",19.79,1,30177,0.973,13,"N","N",11.51293,0.3846154,"N","major_purchase"
"1",15000,36,0.1298,"C",1,"0",14.25,0,16223,0.769,29,"N","Y",11.31447,0.4137931,"Y","credit_card"
"1",25000,36,0.1966,"G",4,"0",12.73,1,36644,0.93,28,"N","N",11.51293,0.6428571,"Y","debt_consolidation"
"1",6500,60,0.1223,"C",8,"1",18.99,3,3173,0.239,21,"Y","Y",10.59653,0.6190476,"N","debt_consolidation"
"1",20000,60,0.0999,"B",5,"0",11.09,0,2434,0.028,15,"N","Y",11.70312,0.8,"Y","home_improvement"
"1",20000,60,0.0999,"B",10,"1",21.45,1,20747,0.547,33,"N","Y",10.91509,0.2424242,"Y","debt_consolidation"
"1",18000,60,0.0654,"A",3,"0",6.55,1,14126,0.219,39,"N","Y",10.4631,0.3076923,"Y","debt_consolidation"
"1",11200,60,0.0654,"A",4,"0",1.5,0,3058,0.032,36,"N","N",10.859,0.5277778,"Y","car"
"1",24250,36,0.0617,"A",1,"0",8.21,0,13862,0.148,42,"N","Y",11.77529,0.3809524,"Y","home_improvement"
"1",10000,36,0.0654,"A",5,"0",0.82,0,5437,0.13,22,"Y","Y",11.91839,0.4545455,"Y","home_improvement"
"1",4000,36,0.0888,"B",1,"0",8.64,0,2699,0.643,38,"Y","N",10.95954,0.1315789,"N","moving"
"1",25000,60,0.1036,"B",10,"0",21.38,0,61601,0.44,24,"N","N",11.58989,0.6666667,"Y","debt_consolidation"
"1",8500,60,0.0654,"A",1,"0",0.28,0,668,0.014,20,"N","Y",10.77896,0.25,"Y","small_business"
"1",15000,36,0.0654,"A",2,"0",5.36,0,16032,0.373,25,"N","N",11.71178,0.2,"Y","debt_consolidation"
"1",20000,60,0.0654,"A",10,"0",5.54,2,16862,0.361,61,"N","Y",10.91509,0.2786885,"Y","home_improvement"
"1",10000,36,0.0691,"A",1,"0",24.13,0,38396,0.625,27,"N","N",11.74404,0.4074074,"Y","credit_card"
"1",10000,36,0.0542,"A",3,"0",0.64,0,1348,0.118,7,"N","N",11.35041,0.8571429,"N","small_business"
"1",1500,36,0.0691,"A",5,"0",11.88,1,1647,0.311,8,"N","N",10.18112,0.75,"Y","other"
"1",12200,36,0.0999,"B",5,"0",20.07,0,28394,0.477,21,"N","N",10.49127,0.5238095,"N","debt_consolidation"
"1",18000,60,0.1891,"F",3,"0",19.72,0,21898,0.725,17,"N","N",10.83958,0.7058824,"Y","other"
"1",2000,36,0.1036,"B",3,"0",1.86,3,5541,0.543,42,"N","N",10.87805,0.3571429,"Y","vacation"
"1",10000,36,0.1036,"B",3,"0",18.6,2,4635,0.203,40,"N","Y",11.0021,0.425,"N","home_improvement"
"1",7800,60,0.1595,"E",1,"0",13.03,1,0,0,13,"N","N",11.69525,0.3076923,"Y","medical"
"1",12250,36,0.0888,"B",10,"0",5.4,1,5371,0.467,28,"N","Y",10.64542,0.1071429,"Y","debt_consolidation"
"1",25000,36,0.2003,"G",10,"0",22.92,1,32867,0.967,24,"N","Y",11.26,0.4583333,"Y","debt_consolidation"
"1",16500,60,0.0888,"B",10,"0",13.49,2,15957,0.685,11,"N","Y",10.81978,0.4545455,"N","debt_consolidation"
"1",9000,36,0.1372,"C",5,"1",13.58,1,3890,0.926,16,"N","Y",11.14186,0.5,"N","credit_card"
"1",4000,60,0.1261,"C",5,"0",23.42,1,6125,0.498,15,"N","Y",10.12663,0.5333333,"N","debt_consolidation"
"1",11000,36,0.1298,"C",1,"0",13.55,1,23600,0.641,38,"N","N",11.73607,0.4210526,"Y","debt_consolidation"
"1",5500,36,0.1261,"C",1,"0",2.6,0,3935,0.463,5,"N","N",10.77896,0.8,"Y","wedding"
"1",5000,36,0.0925,"B",1,"0",10.36,2,7784,0.638,11,"N","N",9.729134,0.5454545,"Y","small_business"
"1",12000,60,0.0888,"B",2,"0",23.99,1,46832,0.712,35,"N","N",11.73607,0.3714286,"Y","small_business"
"1",5000,36,0.0691,"A",3,"0",12.78,0,8104,0.679,26,"N","Y",11.39639,0.2692308,"Y","home_improvement"
"1",10000,60,0.0617,"A",5,"0",21.41,0,52197,0.44,23,"N","Y",10.81978,0.3913043,"Y","debt_consolidation"
"1",3250,36,0.1036,"B",1,"0",17.45,2,0,0,11,"Y","N",9.412465,0.5454545,"Y","moving"
"1",7500,36,0.0579,"A",1,"0",6.94,0,5241,0.157,16,"N","Y",11.0021,0.625,"Y","wedding"
"1",10800,36,0.0691,"A",5,"0",19.98,0,18975,0.791,21,"N","Y",10.85128,0.4761905,"N","debt_consolidation"
"1",10750,60,0.0617,"A",10,"0",13.69,1,75053,0.71,27,"N","Y",11.28978,0.3703704,"N","debt_consolidation"
"1",10000,36,0.0999,"B",5,"0",14.3,0,9346,0.385,16,"N","Y",10.7364,0.625,"N","debt_consolidation"
"1",25000,36,0.1557,"D",4,"0",22.45,0,40260,0.72,26,"Y","N",11.26446,0.6153846,"Y","debt_consolidation"
"1",2500,36,0.1036,"B",4,"0",17.73,1,943,0.524,19,"N","N",11.15625,0.1578947,"Y","major_purchase"
"1",13200,36,0.0617,"A",3,"0",2.94,0,8290,0.22,14,"N","N",11.22524,0.5714286,"Y","debt_consolidation"
"1",25000,36,0.1557,"D",2,"0",18.73,2,29105,0.841,38,"N","Y",11.53664,0.2105263,"Y","debt_consolidation"
"1",20000,60,0.0962,"B",7,"0",13.19,1,31729,0.603,32,"N","Y",11.31447,0.25,"N","debt_consolidation"
"1",20000,60,0.0691,"A",3,"0",4.44,1,67235,0.263,31,"N","Y",12.12811,0.2903226,"Y","home_improvement"
"1",5000,36,0.0691,"A",3,"0",13.52,1,7399,0.158,16,"N","Y",10.30895,0.75,"N","credit_card"
"1",7000,60,0.0617,"A",5,"0",19,0,48476,0.55,53,"N","Y",11.08214,0.245283,"Y","major_purchase"
"1",16000,60,0.0691,"A",3,"0",20.41,0,11689,0.227,24,"N","Y",11.64395,0.4166667,"Y","home_improvement"
"1",15000,60,0.0888,"B",5,"0",20.79,1,17654,0.609,29,"N","N",10.59663,0.2413793,"Y","debt_consolidation"
"1",20000,60,0.0691,"A",10,"0",5.39,0,20964,0.356,29,"N","Y",11.77529,0.2068966,"Y","debt_consolidation"
"1",12000,60,0.1483,"D",9,"0",17.75,0,14628,0.486,35,"Y","Y",10.77896,0.4571429,"N","debt_consolidation"
"1",2000,36,0.0999,"B",10,"0",13.53,1,6444,0.708,18,"N","N",10.85128,0.5,"Y","other"
"1",10000,36,0.0542,"A",10,"0",3.19,0,5770,0.23,22,"N","Y",11.51293,0.2727273,"N","debt_consolidation"
"1",6000,36,0.0617,"A",10,"0",2.04,0,5239,0.602,16,"N","Y",11.18442,0.375,"Y","other"
"1",14000,36,0.1261,"C",7,"0",13.65,1,20511,0.88,24,"Y","N",11.7361,0.2916667,"Y","debt_consolidation"
"1",16000,60,0.0962,"B",3,"0",22.16,0,10377,0.465,18,"N","N",10.95954,0.6111111,"Y","debt_consolidation"
"1",1000,36,0.0925,"B",5,"0",15.44,0,204,0.204,12,"N","N",10.30895,0.5,"Y","debt_consolidation"
