"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"1",11500,36,0.1036,373.02,"B",2,"Default",16.32,2,11,0.463,24,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",16000,36,0.1154,527.93,"C",4,"Default",12.16,1,15,0.577,19,"N","Y","N","Gp2","Gp5","N","debt_consolidation"
"1",12000,36,0.0714,371.3,"A",8,"Default",16.2,0,6,0.242,8,"N","N","Y","Gp1","Gp4","Y","debt_consolidation"
"0",1800,36,0.1217,59.94,"D",1,"Default",1.71,2,3,0,9,"N","N","N","Gp2","Gp1","N","debt_consolidation"
"1",11200,36,0.1479,387.11,"C",1,"Default",16.58,3,10,0.738,18,"N","N","Y","Gp5","Gp4","Y","home_improvement"
"1",6725,36,0.0699,207.62,"A",6,"Default",3.73,1,7,0.121,14,"N","N","Y","Gp1","Gp2","Y","debt_consolidation"
"1",10000,36,0.0654,306.68,"A",2,"Default",20.58,0,10,0.312,17,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",12000,60,0.1991,317.33,"E",10,"Default",24.96,2,13,0.959,25,"Y","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",15000,36,0.1533,522.41,"D",2,"Default",8.93,1,8,0.486,13,"N","N","Y","Gp5","Gp3","Y","debt_consolidation"
"0",4000,36,0.1756,143.73,"E",6,"Default",0.29,6,2,0.032,8,"N","Y","N","Gp2","Gp1","Y","moving"
"1",10000,36,0.08,313.37,"A",10,"Default",9.6,0,12,0.053,27,"Y","N","Y","Gp3","Gp2","N","other"
"1",2000,36,0.1,64.54,"B",5,"Default",6.62,0,6,0.454,10,"N","N","N","Gp1","Gp2","Y","other"
"1",21000,60,0.1929,548.11,"E",9,"Default",14,0,9,0.905,20,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",24000,60,0.2089,647.8,"F",10,"Default",4.01,1,3,0.667,25,"Y","Y","Y","Gp5","Gp1","Y","debt_consolidation"
"1",20000,36,0.1774,720.42,"E",10,"Default",2.87,0,3,0.519,7,"Y","Y","Y","Gp4","Gp3","N","debt_consolidation"
"1",15000,36,0.1629,529.51,"D",1,"Default",21.99,0,12,0.841,24,"N","Y","N","Gp5","Gp5","Y","small_business"
"1",20000,60,0.2128,544.23,"F",10,"Default",11.24,2,18,0.357,53,"Y","Y","Y","Gp5","Gp3","Y","debt_consolidation"
"1",6000,36,0.1,193.61,"B",4,"Default",15.29,2,17,0.446,22,"N","N","Y","Gp5","Gp4","N","car"
"1",4800,36,0.1199,159.41,"B",1,"Default",9.78,2,4,0.75,13,"N","N","Y","Gp1","Gp3","Y","home_improvement"
"1",16750,60,0.1186,371.42,"B",10,"Default",13.74,2,5,0.516,24,"Y","N","Y","Gp2","Gp3","Y","debt_consolidation"
"1",4800,60,0.1749,120.57,"D",8,"Default",23.35,1,13,0.473,28,"N","N","N","Gp4","Gp2","Y","debt_consolidation"
"1",1500,36,0.1114,49.21,"B",6,"Default",20.37,0,10,0.687,11,"N","N","N","Gp1","Gp2","N","other"
"1",12000,36,0.1347,407.08,"C",8,"Default",17.74,0,7,0.832,14,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",2100,60,0.1632,51.43,"D",4,"Default",17.12,1,8,0.55,18,"N","Y","Y","Gp4","Gp3","N","debt_consolidation"
"0",14400,36,0.1418,493.42,"E",5,"Default",17.93,1,7,0.643,8,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"0",5000,60,0.1521,119.51,"D",3,"Default",21.33,5,11,0.806,35,"N","N","N","Gp4","Gp5","N","wedding"
"1",18000,36,0.1348,610.64,"C",10,"Default",15.23,0,16,0.493,37,"Y","N","N","Gp1","Gp4","Y","debt_consolidation"
"1",6000,36,0.1479,207.38,"C",7,"Default",19.07,1,4,0.901,4,"N","N","N","Gp1","Gp3","Y","credit_card"
"1",5500,60,0.2128,149.67,"F",2,"Default",18.87,2,4,0.702,4,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",6500,60,0.1268,146.84,"C",0,"Default",20.98,0,6,0.741,18,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"1",6000,36,0.1299,202.14,"C",9,"Default",13.86,1,8,0.517,18,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"1",12000,36,0.1347,407.08,"C",7,"Default",9.2,1,10,0.948,17,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"1",5200,60,0.1483,123.25,"D",3,"Default",3.34,2,9,0.487,17,"N","Y","Y","Gp3","Gp3","N","debt_consolidation"
"1",6500,60,0.1557,156.59,"D",10,"Default",24.48,2,14,0.779,38,"Y","N","Y","Gp5","Gp4","N","medical"
"1",3000,60,0.1273,67.85,"C",2,"Default",17.66,2,6,0.959,22,"N","N","N","Gp3","Gp5","N","other"
"1",8000,60,0.164,196.25,"E",9,"Default",17.48,1,7,0.946,11,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",14500,60,0.1465,342.3,"C",9,"Default",19.3,3,7,0.876,18,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",12000,60,0.203,319.94,"E",5,"Default",14.65,2,5,0.77,8,"N","N","Y","Gp2","Gp3","Y","home_improvement"
"0",20000,36,0.1311,674.9,"C",10,"Default",9.94,5,15,0.277,31,"Y","N","Y","Gp5","Gp5","N","home_improvement"
"1",10250,36,0.1148,337.93,"B",4,"Default",11.13,1,13,0.249,29,"N","N","Y","Gp4","Gp3","Y","debt_consolidation"
"0",7500,36,0.1197,249,"C",1,"Default",18.16,8,27,0.493,53,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",4750,36,0.0963,152.45,"A",0,"Default",12.52,3,8,0.303,15,"N","N","Y","Gp1","Gp2","N","house"
"1",10500,36,0.0938,335.76,"A",1,"Default",6.41,2,9,0.114,14,"N","N","N","Gp3","Gp1","Y","small_business"
"1",19750,60,0.1969,519.86,"E",10,"Default",6.55,0,23,0.613,40,"Y","N","Y","Gp4","Gp4","Y","home_improvement"
"1",10600,36,0.1197,351.92,"C",6,"Default",14.9,0,4,0.807,4,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"0",12000,36,0.1438,412.35,"E",4,"Default",19.49,14,15,0.481,31,"N","N","Y","Gp4","Gp2","N","debt_consolidation"
"1",9600,36,0.1217,319.64,"D",4,"Default",19.28,2,11,0.917,24,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"1",9000,36,0.1134,296.1,"C",2,"Default",11.68,1,9,0.646,33,"N","N","N","Gp1","Gp3","N","credit_card"
"1",8000,60,0.152,191.17,"D",3,"Default",4.24,2,7,0.327,16,"N","N","Y","Gp5","Gp3","Y","home_improvement"
"1",14500,36,0.1197,481.4,"C",3,"Default",8.6,1,7,0.957,9,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"1",1200,36,0.1599,42.19,"D",5,"Default",19.48,3,4,0.728,9,"N","N","Y","Gp1","Gp3","N","home_improvement"
"1",10000,36,0.0692,308.41,"A",0,"Default",16.54,0,8,0.485,15,"N","N","Y","Gp4","Gp3","Y","credit_card"
"1",10000,60,0.152,238.96,"D",5,"Default",22.49,0,20,0.946,38,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",4000,36,0.1649,141.6,"D",5,"Default",5.45,0,4,0.874,7,"N","Y","Y","Gp1","Gp2","Y","other"
"1",28800,60,0.2136,518.56,"F",8,"Default",5.87,1,10,0.744,27,"N","N","Y","Gp5","Gp3","Y","other"
"1",2100,60,0.1483,49.78,"D",10,"Default",14.11,3,7,0.792,19,"Y","Y","N","Gp2","Gp2","Y","other"
"1",10000,36,0.1038,324.46,"B",7,"Default",8.88,0,12,0.462,18,"N","N","N","Gp1","Gp4","Y","credit_card"
"1",7200,60,0.1991,190.4,"E",6,"Default",4.21,0,3,0.858,30,"N","N","N","Gp4","Gp1","Y","house"
"1",15000,36,0.1505,520.37,"D",4,"Default",11.38,2,9,0.904,33,"N","N","Y","Gp4","Gp5","Y","small_business"
"1",24000,60,0.2167,434.11,"F",1,"Default",9.98,2,10,0.259,16,"N","N","Y","Gp5","Gp2","Y","debt_consolidation"
"1",25000,60,0.1299,568.7,"C",10,"Default",14.86,0,13,0.627,42,"Y","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",10000,36,0.1269,335.45,"B",10,"Default",10.35,1,10,0.655,22,"Y","N","N","Gp3","Gp3","Y","small_business"
"1",1800,36,0.0849,56.82,"A",10,"Default",21.17,0,2,0,7,"Y","Y","N","Gp1","Gp1","Y","other"
"1",30000,60,0.1242,673.72,"B",3,"Default",0.94,0,7,0.032,14,"N","N","N","Gp4","Gp1","Y","small_business"
"1",5000,36,0.1036,162.19,"B",10,"Default",1.89,0,4,0.672,21,"Y","Y","Y","Gp3","Gp1","Y","debt_consolidation"
"1",22250,60,0.2128,605.45,"F",2,"Default",21.9,0,9,0.924,26,"N","N","Y","Gp3","Gp5","Y","credit_card"
"1",7000,60,0.1111,152.59,"B",2,"Default",8.2,0,8,0.5,13,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"0",7750,60,0.204,207.06,"G",10,"Default",21.72,8,8,0.914,26,"Y","N","N","Gp1","Gp2","N","debt_consolidation"
"1",25000,60,0.2003,662.77,"G",0,"Default",12.36,1,16,0.614,32,"N","Y","Y","Gp4","Gp5","N","debt_consolidation"
"1",20000,60,0.1825,510.6,"D",7,"Default",18.41,1,12,0.712,18,"N","N","N","Gp4","Gp3","Y","small_business"
"1",20000,36,0.1484,691.75,"D",4,"Default",22.56,1,8,0.806,34,"N","N","N","Gp4","Gp5","Y","small_business"
"0",1500,60,0.1595,36.44,"E",10,"Default",14.88,7,10,0.473,33,"Y","N","Y","Gp3","Gp2","Y","debt_consolidation"
"1",6250,36,0.0714,193.39,"A",7,"Default",12.89,1,7,0.002,53,"N","N","Y","Gp2","Gp1","Y","small_business"
"0",4000,36,0.1355,135.84,"D",1,"Default",10.99,3,11,0.54,28,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"1",1000,36,0.1903,36.68,"E",2,"Default",15.54,2,8,0.992,19,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",9200,60,0.1602,223.83,"D",0,"Default",19.15,0,20,0.412,38,"N","N","N","Gp2","Gp2","Y","small_business"
"0",5000,36,0.1734,179.12,"G",0,"Default",26.78,5,5,0.927,27,"N","Y","N","Gp1","Gp2","N","debt_consolidation"
"1",10000,36,0.1218,333,"B",10,"Default",24.56,3,12,0.416,16,"Y","N","N","Gp1","Gp5","N","other"
"1",4000,36,0.1269,134.18,"B",2,"Default",6.86,3,5,0.797,13,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"1",18000,60,0.152,430.12,"D",3,"Default",24.64,1,6,0.873,14,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",3200,36,0.1528,111.37,"D",3,"Default",3.79,1,3,0.841,5,"N","N","N","Gp1","Gp1","Y","other"
"0",10000,36,0.1284,336.18,"C",5,"Default",21.64,4,7,0.921,20,"N","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",22000,36,0.1136,724.05,"B",5,"Default",14.27,0,11,0.715,32,"N","N","Y","Gp2","Gp5","N","debt_consolidation"
"1",6000,60,0.152,143.38,"D",1,"Default",11.15,3,11,0.506,42,"N","N","Y","Gp2","Gp4","N","debt_consolidation"
"1",2250,36,0.0699,69.47,"A",7,"Default",13.2,0,6,0.571,10,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"1",25000,36,0.1126,821.59,"B",9,"Default",7,3,6,0.399,26,"N","N","Y","Gp4","Gp2","Y","home_improvement"
"1",10000,60,0.0888,207.01,"B",2,"Default",15.69,2,13,0.301,45,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"1",26375,60,0.1879,435.8,"E",2,"Default",15.63,0,11,0.381,20,"N","Y","Y","Gp5","Gp5","Y","debt_consolidation"
"1",7125,36,0.1171,235.67,"B",0,"Default",20.05,1,16,0.299,45,"N","Y","Y","Gp1","Gp4","Y","debt_consolidation"
"1",26850,60,0.1269,488.05,"B",10,"Default",19.05,0,16,0.621,59,"Y","N","Y","Gp4","Gp4","Y","credit_card"
"1",4500,36,0.1298,151.58,"C",8,"Default",3.34,3,4,0.857,15,"N","Y","Y","Gp2","Gp2","Y","medical"
"1",21000,36,0.1242,701.73,"B",10,"Default",13.22,0,7,0.903,38,"Y","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",15000,60,0.1689,371.91,"D",5,"Default",12.98,1,11,0.464,14,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"1",19000,36,0.167,674.53,"E",10,"Default",19.87,1,12,0.734,21,"Y","N","N","Gp3","Gp4","N","debt_consolidation"
"1",15000,60,0.1756,377.33,"E",3,"Default",13.03,0,13,0.489,48,"N","Y","N","Gp4","Gp4","Y","debt_consolidation"
"1",12000,60,0.1719,299.46,"E",8,"Default",6.36,0,10,0.745,24,"N","N","Y","Gp5","Gp2","Y","debt_consolidation"
"1",20000,36,0.1178,662.19,"C",10,"Default",15.42,0,4,0.666,6,"Y","N","N","Gp3","Gp5","Y","debt_consolidation"
"1",9000,36,0.1505,312.23,"D",7,"Default",23.8,0,8,0.894,10,"N","N","N","Gp3","Gp5","N","credit_card"
"1",4000,36,0.0599,121.67,"A",10,"Default",4.29,0,9,0.331,15,"Y","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",13600,60,0.1149,299.04,"B",10,"Default",21.73,0,16,0.403,44,"Y","N","Y","Gp5","Gp5","N","debt_consolidation"
"1",12000,36,0.1186,397.77,"B",3,"Default",21.26,0,11,0.281,20,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",4000,36,0.1632,141.27,"D",10,"Default",15.51,1,5,0.972,6,"Y","N","N","Gp3","Gp2","Y","other"
"1",25000,60,0.1268,564.74,"C",10,"Default",8.92,0,18,0.171,28,"Y","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",5000,36,0.1527,173.99,"C",10,"Default",14.71,1,7,0.795,17,"Y","N","Y","Gp3","Gp2","Y","home_improvement"
"1",25000,60,0.2206,691.33,"F",7,"Default",7.04,1,5,0.787,7,"N","N","N","Gp5","Gp3","Y","small_business"
"1",6250,60,0.1372,144.53,"C",0,"Default",20.61,3,8,0.656,15,"N","N","N","Gp1","Gp3","N","small_business"
"1",3400,36,0.1221,113.28,"B",1,"Default",22.56,0,8,0.918,24,"N","N","N","Gp5","Gp5","N","other"
"1",1000,36,0.1558,34.96,"D",10,"Default",1.61,2,3,0,22,"Y","N","N","Gp2","Gp1","Y","moving"
"1",9975,60,0.1349,229.48,"C",2,"Default",8.58,1,12,0.41,21,"N","N","Y","Gp3","Gp3","N","other"
"1",4925,36,0.1099,161.22,"B",0,"Default",19.32,0,7,0.903,23,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",1200,36,0.1427,41.18,"C",10,"Default",15.7,0,18,0.922,38,"Y","N","Y","Gp5","Gp5","N","home_improvement"
"1",15000,36,0.1062,488.4,"B",7,"Default",16.69,3,12,0.392,30,"N","Y","Y","Gp3","Gp4","N","debt_consolidation"
"1",35000,60,0.2248,976.24,"G",8,"Default",1.22,3,2,0.572,7,"N","N","Y","Gp5","Gp2","Y","small_business"
"0",4200,36,0.1407,143.69,"E",1,"Default",12.55,9,2,0,3,"N","N","Y","Gp1","Gp1","N","other"
"1",20400,60,0.1465,481.58,"C",6,"Default",10.38,2,8,0.41,28,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"0",7500,36,0.1317,253.32,"D",6,"Default",1.03,4,3,0.44,19,"N","N","Y","Gp5","Gp2","Y","other"
"1",3600,36,0.1599,126.55,"D",0,"Default",22.05,1,5,0.676,13,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",23800,36,0.089,755.73,"A",5,"Default",17.91,1,11,0.225,27,"N","N","Y","Gp5","Gp3","Y","home_improvement"
"1",7400,36,0.1756,265.9,"E",3,"Default",15.6,1,8,0.982,25,"N","N","Y","Gp1","Gp4","N","debt_consolidation"
"0",10000,36,0.1091,326.97,"C",2,"Default",8,8,7,0.491,13,"N","N","N","Gp4","Gp1","N","debt_consolidation"
"1",23000,36,0.1218,765.9,"B",2,"Default",8.58,2,7,0.492,22,"N","N","N","Gp4","Gp5","Y","credit_card"
"1",12000,36,0.1496,415.74,"D",1,"Default",15.06,0,14,0.946,31,"N","N","N","Gp4","Gp5","N","other"
"1",6500,36,0.1304,219.14,"C",9,"Default",6.76,3,13,0.41,47,"N","Y","Y","Gp3","Gp4","Y","car"
"0",8000,36,0.1134,119.27,"C",10,"Default",13,3,8,0.918,16,"Y","N","Y","Gp2","Gp5","N","debt_consolidation"
"1",18825,60,0.1677,465.53,"D",10,"Default",23.18,0,6,0.797,7,"Y","N","N","Gp1","Gp3","Y","debt_consolidation"
"1",16500,36,0.1645,583.73,"E",9,"Default",15.1,1,8,0.926,19,"N","N","Y","Gp5","Gp4","N","debt_consolidation"
"1",21000,36,0.1879,767.55,"E",0,"Default",18.26,0,7,0.938,23,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"1",18550,60,0.1479,439.27,"C",2,"Default",24.79,3,7,0.159,8,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"1",7000,36,0.1442,240.68,"D",8,"Default",15.25,0,8,0.974,19,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"1",14000,36,0.079,438.07,"A",6,"Default",10,0,5,0.081,8,"N","N","N","Gp2","Gp1","N","major_purchase"
"1",4200,36,0.1136,138.23,"B",5,"Default",7.49,1,12,0.174,17,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",17500,60,0.1149,384.79,"B",7,"Default",12.75,0,9,0.551,36,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"0",17000,36,0.1099,556.5,"B",3,"Default",17.84,4,20,0.29,37,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",7100,36,0.1465,244.91,"C",1,"Default",23.85,2,10,0.415,13,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"1",12325,36,0.0849,389.02,"A",10,"Default",6.54,0,7,0.898,13,"Y","N","Y","Gp5","Gp3","Y","small_business"
"1",18000,36,0.1171,595.37,"B",0,"Default",10.34,0,8,0.683,31,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"1",4800,36,0.1799,173.51,"E",0,"Default",10.72,1,27,0.811,45,"N","N","N","Gp2","Gp1","Y","other"
"1",6000,36,0.1527,208.79,"C",10,"Default",23.38,3,9,0.116,37,"Y","N","Y","Gp3","Gp1","Y","other"
"1",15000,36,0.1037,486.62,"B",4,"Default",21.79,0,14,0.509,30,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"1",7500,36,0.1008,188.99,"B",4,"Default",17.61,2,8,0.107,36,"N","N","Y","Gp4","Gp2","N","other"
"1",10625,36,0.1171,351.44,"B",0,"Default",23.2,0,11,0.704,17,"N","N","N","Gp1","Gp4","Y","credit_card"
"1",3000,60,0.1273,67.85,"C",10,"Default",19.29,3,11,0.87,49,"Y","N","Y","Gp5","Gp5","Y","other"
"1",23000,60,0.1242,516.52,"B",10,"Default",16.48,1,11,0.48,23,"Y","N","Y","Gp4","Gp5","Y","debt_consolidation"
"1",30000,60,0.1839,672.8,"E",3,"Default",16.21,0,9,0.813,41,"N","N","N","Gp5","Gp5","Y","credit_card"
"1",3000,36,0.1189,99.5,"B",1,"Default",20.63,1,13,0.545,24,"N","N","N","Gp1","Gp3","N","credit_card"
"1",15000,60,0.1864,386.15,"E",6,"Default",13.34,0,12,0.652,17,"N","N","Y","Gp2","Gp4","Y","credit_card"
"1",15000,36,0.1095,490.71,"B",10,"Default",1.07,0,6,0.183,20,"Y","N","Y","Gp5","Gp2","Y","small_business"
"1",21725,60,0.2089,586.4,"F",10,"Default",15.12,2,9,0.387,25,"Y","Y","Y","Gp2","Gp2","Y","debt_consolidation"
"1",20000,36,0.1435,686.96,"C",3,"Default",9.77,0,3,0.857,15,"N","Y","N","Gp3","Gp4","Y","wedding"
"1",16000,60,0.1991,423.11,"E",1,"Default",13.99,0,11,0.958,21,"N","N","N","Gp5","Gp3","Y","other"
"1",25300,36,0.1099,828.17,"B",10,"Default",1.68,0,10,0.197,42,"Y","N","N","Gp5","Gp2","Y","small_business"
"1",15000,60,0.1299,341.22,"C",5,"Default",7.44,0,10,0.59,11,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"0",19200,36,0.2164,729.7,"G",10,"Default",8.63,9,10,0.669,45,"Y","N","Y","Gp5","Gp5","N","home_improvement"
"0",1000,36,0.1323,33.81,"C",10,"Default",19.02,4,9,0.835,26,"Y","N","Y","Gp2","Gp3","Y","other"
"1",14500,36,0.1114,475.68,"B",1,"Default",21.8,0,5,0.84,5,"N","N","N","Gp1","Gp5","Y","credit_card"
"1",4800,36,0.1241,160.38,"C",7,"Default",13.81,3,8,0.454,9,"N","Y","N","Gp3","Gp2","N","credit_card"
"1",7500,60,0.1479,177.6,"C",7,"Default",14.69,1,11,0.449,20,"N","N","N","Gp1","Gp2","Y","credit_card"
"1",4750,36,0.1186,157.46,"B",10,"Default",23.74,0,4,0,11,"Y","N","Y","Gp1","Gp1","Y","major_purchase"
"1",18000,60,0.1758,452.98,"D",6,"Default",22.73,3,13,0.641,39,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"1",7000,36,0.1629,247.11,"D",3,"Default",2.43,0,4,0.893,10,"N","N","N","Gp5","Gp3","N","small_business"
"1",12000,60,0.1074,259.36,"B",5,"Default",22.31,0,5,0.722,32,"N","N","Y","Gp1","Gp4","Y","debt_consolidation"
"1",1500,36,0.1629,52.96,"D",1,"Default",18.53,2,9,0.265,12,"N","N","N","Gp1","Gp1","N","wedding"
"1",25000,60,0.1904,527.69,"F",4,"Default",19.17,1,7,0.97,17,"N","N","Y","Gp4","Gp3","Y","debt_consolidation"
"1",9000,36,0.1221,299.84,"B",7,"Default",23.17,0,12,0.394,33,"N","N","N","Gp1","Gp2","Y","house"
"1",6000,36,0.0714,185.65,"A",10,"Default",13.63,0,10,0.592,34,"Y","N","Y","Gp2","Gp4","Y","debt_consolidation"
"1",4750,36,0.1472,164.01,"C",4,"Default",21.4,0,8,0.707,15,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"1",17000,60,0.1714,423.78,"E",4,"Default",22.87,0,13,0.411,27,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"1",8000,36,0.1075,260.97,"B",3,"Default",13.6,1,3,0.492,6,"N","N","N","Gp1","Gp2","Y","major_purchase"
"1",22800,60,0.1727,569.96,"D",8,"Default",10.02,1,11,0.656,20,"N","N","N","Gp4","Gp4","Y","credit_card"
"0",12000,60,0.1719,247.68,"E",7,"Default",20.38,6,13,0.768,30,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"1",27400,60,0.1727,684.95,"D",10,"Default",17.63,0,16,0.503,30,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",13000,36,0.1523,452.12,"C",2,"Default",7.56,1,4,0.898,13,"N","N","N","Gp3","Gp4","Y","credit_card"
"1",8000,60,0.089,165.68,"A",1,"Default",25.12,0,16,0.376,40,"N","N","N","Gp3","Gp5","N","debt_consolidation"
"1",4600,60,0.1839,117.79,"E",0,"Default",5.92,2,10,0.294,27,"N","N","Y","Gp2","Gp2","Y","debt_consolidation"
"0",8000,36,0.16,281.26,"D",5,"Default",20.26,7,9,0.327,10,"N","N","N","Gp3","Gp1","N","major_purchase"
"1",20000,36,0.1114,656.07,"B",4,"Default",17.2,1,12,0.092,24,"N","N","N","Gp4","Gp1","Y","house"
"1",35000,60,0.1596,850.39,"C",10,"Default",15.04,1,4,0.88,19,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"1",13000,60,0.1349,299.07,"C",10,"Default",3.52,1,6,0.32,14,"Y","Y","N","Gp4","Gp2","Y","car"
"1",10000,36,0.1134,329,"C",0,"Default",8.79,0,2,0.393,3,"N","N","N","Gp1","Gp1","N","educational"
"1",10000,60,0.1743,250.85,"E",0,"Default",11.95,1,7,0.981,14,"N","N","N","Gp4","Gp4","Y","moving"
"1",15000,60,0.164,282.11,"E",5,"Default",5.44,1,4,0.31,17,"N","N","N","Gp5","Gp1","Y","debt_consolidation"
"1",14300,60,0.1649,351.49,"D",1,"Default",14.91,2,7,0.105,21,"N","N","N","Gp4","Gp1","Y","house"
"1",15000,60,0.2294,322.39,"F",3,"Default",19.28,3,6,0.861,13,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"0",20000,36,0.128,503.97,"D",10,"Default",22.44,5,3,0.013,15,"Y","Y","Y","Gp3","Gp1","N","small_business"
"1",15000,60,0.1595,364.38,"E",10,"Default",12.83,0,6,0.776,28,"Y","N","N","Gp3","Gp3","Y","debt_consolidation"
"1",13750,60,0.1149,302.33,"B",6,"Default",2.91,2,8,0.371,11,"N","N","Y","Gp1","Gp1","N","credit_card"
"1",7300,36,0.0999,235.52,"B",0,"Default",19.83,0,7,0.37,21,"N","N","Y","Gp3","Gp5","N","debt_consolidation"
"1",3250,36,0.0894,103.26,"A",0,"Default",6.13,1,4,0.432,8,"N","N","N","Gp2","Gp2","N","other"
"1",30000,60,0.1399,697.9,"C",10,"Default",8.92,4,10,0.406,27,"Y","N","Y","Gp5","Gp5","Y","small_business"
"1",15000,36,0.1103,491.3,"C",5,"Default",15.5,0,12,0.462,17,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"1",8400,36,0.0692,259.07,"A",1,"Default",13.3,1,9,0.132,12,"N","N","N","Gp1","Gp3","N","renewable_energy"
"1",2000,36,0.1171,66.16,"B",2,"Default",16.12,0,5,0.753,8,"N","N","N","Gp1","Gp4","N","vacation"
"1",5000,36,0.0654,153.34,"A",1,"Default",8.38,3,7,0.216,13,"N","N","N","Gp3","Gp2","N","small_business"
"0",5000,36,0.1312,168.76,"D",0,"Default",5.36,0,5,0.829,5,"N","N","N","Gp1","Gp1","N","other"
"0",7000,36,0.1392,238.96,"C",2,"Default",3.6,4,4,0.577,5,"N","N","N","Gp1","Gp1","N","major_purchase"
"1",14500,36,0.1385,494.51,"C",3,"Default",23.72,1,12,0.5,19,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"0",5000,60,0.1645,122.79,"E",3,"Default",19.93,5,9,0.634,13,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"1",7750,36,0.1979,287.2,"G",10,"Default",15.26,1,5,0.986,16,"Y","N","Y","Gp3","Gp4","Y","small_business"
"1",18000,60,0.1527,430.78,"C",10,"Default",9.9,3,6,0.264,18,"Y","N","Y","Gp3","Gp2","Y","home_improvement"
"0",12000,36,0.1385,409.26,"C",0,"Default",4.33,4,6,0.112,9,"N","N","N","Gp1","Gp1","Y","small_business"
"1",3400,36,0.1149,112.11,"B",10,"Default",14.06,3,10,0.58,41,"Y","N","Y","Gp4","Gp3","N","debt_consolidation"
"1",12000,36,0.1149,395.66,"B",3,"Default",6.22,1,11,0.096,21,"N","Y","N","Gp4","Gp2","Y","debt_consolidation"
"1",10000,36,0.0849,315.63,"A",10,"Default",13.58,0,8,0.5,11,"Y","N","Y","Gp2","Gp3","N","debt_consolidation"
"1",3500,36,0.0859,110.64,"A",2,"Default",0,2,8,0.326,12,"N","N","N","Gp1","Gp4","N","educational"
"1",4200,36,0.1199,139.49,"B",3,"Default",16.78,0,19,0.477,28,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"0",2500,36,0.0996,80.63,"B",0,"Default",2.33,1,6,0.433,9,"N","N","N","Gp1","Gp2","N","credit_card"
