"creditpolicy","loanamnt","term","intrate","installment","grade","emplength","targetloanstatus","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","verified","purpose_mod","revolbal_bin","loanstatus"
"1",13200,36,0.1171,436.61,"B",2,"Default",9.55,0,10,0.776,23,"N","N","Y","Gp2","N","debt_consolidation","Gp3","Default"
"0",17250,36,0.1766,620.7,"G",2,"Default",20.44,7,16,0.519,19,"N","N","Y","Gp3","N","debt_consolidation","Gp5","Default"
"1",18000,36,0.16,285.66,"E",2,"Default",15.88,1,9,0.906,15,"N","N","N","Gp3","Y","debt_consolidation","Gp5","Default"
"1",25000,60,0.1706,622.13,"E",1,"Default",17.97,0,11,0.734,36,"N","N","N","Gp4","Y","small_business","Gp5","Default"
"1",10800,36,0.1629,381.25,"D",9,"Default",5.08,1,7,0.69,17,"N","N","N","Gp4","Y","other","Gp3","Default"
"1",4800,36,0.0705,148.32,"A",10,"Default",7.37,4,2,0,7,"Y","N","Y","Gp2","N","car","Gp1","Default"
"1",25000,60,0.2206,691.33,"F",7,"Default",7.04,1,5,0.787,7,"N","N","N","Gp5","Y","small_business","Gp3","Default"
"1",25000,36,0.1602,879.18,"D",3,"Default",1.24,0,5,0.512,7,"N","N","N","Gp4","Y","small_business","Gp3","Default"
"1",15000,60,0.1599,364.7,"D",10,"Default",11.85,1,7,0.6,24,"Y","Y","Y","Gp5","Y","debt_consolidation","Gp3","Default"
"1",3000,36,0.1075,97.87,"B",1,"Default",16.31,0,7,0.496,20,"N","N","Y","Gp1","Y","debt_consolidation","Gp1","Default"
"1",14500,36,0.1149,478.09,"B",3,"Default",29.58,3,22,0.246,36,"N","N","N","Gp3","Y","debt_consolidation","Gp4","Default"
"1",25000,60,0.1602,608.22,"D",8,"Default",16.81,2,12,0.642,53,"N","N","N","Gp5","Y","debt_consolidation","Gp5","Default"
"1",12000,36,0.1689,427.18,"D",10,"Default",19.07,3,10,0.888,23,"Y","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",9000,36,0.1249,301.04,"D",8,"Default",5.08,3,9,0.629,37,"N","N","Y","Gp2","N","debt_consolidation","Gp5","Default"
"1",10000,36,0.1323,338.05,"C",2,"Default",11.63,0,3,0.726,7,"N","N","N","Gp2","N","debt_consolidation","Gp2","Default"
"0",20000,36,0.128,503.97,"D",10,"Default",22.44,5,3,0.013,15,"Y","Y","Y","Gp3","N","small_business","Gp1","Default"
"0",4000,60,0.1223,89.45,"C",10,"Default",12.74,4,6,0.124,19,"Y","N","Y","Gp2","N","home_improvement","Gp1","Default"
"1",1200,36,0.1825,43.54,"D",4,"Default",24.12,3,2,0.001,8,"N","Y","N","Gp1","Y","other","Gp1","Default"
"1",6575,36,0.1349,223.1,"C",5,"Default",18.47,1,7,0.898,14,"N","N","N","Gp1","Y","debt_consolidation","Gp4","Default"
"1",15000,36,0.1635,529.94,"E",5,"Default",19.33,1,6,0.942,26,"N","N","Y","Gp5","Y","other","Gp5","Default"
"1",5000,36,0.1269,167.73,"B",3,"Default",13.28,1,11,0.533,22,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","Default"
"1",20000,60,0.138,463.3,"C",4,"Default",28.58,1,12,0.493,23,"N","N","Y","Gp4","Y","debt_consolidation","Gp4","Default"
"1",2000,36,0.1149,65.95,"B",2,"Default",4.1,1,9,0.401,22,"N","Y","N","Gp2","N","other","Gp3","Default"
"1",18225,60,0.1991,481.94,"E",7,"Default",24.66,1,11,0.703,32,"N","N","Y","Gp3","Y","credit_card","Gp5","Default"
"1",7550,36,0.1322,255.2,"C",8,"Default",13.49,0,10,0.744,22,"N","N","Y","Gp1","Y","debt_consolidation","Gp4","Default"
"1",24000,60,0.1269,542.28,"B",10,"Default",18.42,2,10,0.535,28,"Y","N","Y","Gp4","Y","debt_consolidation","Gp5","Default"
"1",15000,36,0.1599,527.29,"D",10,"Default",16.92,1,23,0.415,36,"Y","N","Y","Gp2","Y","debt_consolidation","Gp4","Default"
"1",35000,60,0.203,933.14,"E",5,"Default",9.15,0,4,0.879,4,"N","N","N","Gp4","Y","small_business","Gp1","Default"
"1",6000,36,0.1649,212.4,"D",2,"Default",14.46,0,7,0.591,8,"N","N","N","Gp1","N","small_business","Gp2","Default"
"1",15000,60,0.1036,204.07,"B",1,"Default",7.34,2,6,0.038,8,"N","N","N","Gp2","N","other","Gp1","Default"
"1",26375,60,0.1929,688.4,"E",2,"Default",22.84,0,12,0.769,27,"N","N","Y","Gp3","Y","debt_consolidation","Gp5","Default"
"0",5000,36,0.1284,168.09,"C",4,"Default",13.8,5,13,0.708,35,"N","N","N","Gp1","Y","other","Gp3","Default"
"1",10300,36,0.1629,363.6,"D",1,"Default",12.86,2,6,0.934,7,"N","N","Y","Gp1","N","debt_consolidation","Gp2","Default"
"0",2800,36,0.1496,97.01,"D",10,"Default",16.18,4,3,0.231,14,"Y","Y","Y","Gp1","N","other","Gp1","Default"
"1",8000,60,0.1521,191.21,"D",5,"Default",17.5,0,10,0.483,18,"N","N","N","Gp2","Y","debt_consolidation","Gp3","Default"
"1",13200,60,0.1479,312.58,"C",10,"Default",12.42,1,7,0.934,16,"Y","N","Y","Gp1","Y","debt_consolidation","Gp4","Default"
"1",7200,36,0.0999,232.29,"B",10,"Default",6.5,1,7,0.481,24,"Y","N","Y","Gp2","N","other","Gp1","Default"
"1",10800,60,0.1417,252.25,"C",4,"Default",20,2,7,0.766,17,"N","N","N","Gp1","Y","debt_consolidation","Gp4","Default"
"0",5000,36,0.087,158.31,"B",0,"Default",1.8,2,2,0.517,2,"N","N","N","Gp1","N","wedding","Gp1","Default"
"1",25000,36,0.1663,886.75,"E",10,"Default",2.84,1,12,0.132,30,"Y","N","N","Gp5","Y","small_business","Gp3","Default"
"1",25975,60,0.1839,431.47,"E",10,"Default",19.3,1,10,0.542,15,"Y","N","Y","Gp2","Y","debt_consolidation","Gp3","Default"
"1",5000,36,0.1284,168.09,"C",10,"Default",13,0,8,0.52,37,"Y","N","N","Gp3","Y","small_business","Gp2","Default"
"1",4000,60,0.1788,101.32,"E",3,"Default",2.48,0,5,0.198,9,"N","Y","Y","Gp1","Y","home_improvement","Gp1","Default"
"1",20000,36,0.1426,686.12,"C",3,"Default",13.43,0,6,0.938,14,"N","N","N","Gp5","Y","debt_consolidation","Gp5","Default"
"1",35000,60,0.1242,786.01,"B",10,"Default",13.72,0,15,0.347,35,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","Default"
"0",3500,36,0.1361,118.96,"C",4,"Default",10.82,5,14,0.679,23,"N","N","N","Gp3","Y","debt_consolidation","Gp3","Default"
"1",14800,60,0.1602,360.07,"D",6,"Default",1.51,0,5,0.141,14,"N","Y","Y","Gp4","Y","small_business","Gp1","Default"
"1",5000,36,0.0991,161.13,"B",4,"Default",21.16,0,9,0.41,23,"N","N","N","Gp1","N","debt_consolidation","Gp1","Default"
"0",9600,36,0.1513,333.4,"E",2,"Default",16.35,3,15,0.899,26,"N","N","N","Gp4","N","wedding","Gp5","Default"
"1",5000,36,0.1645,176.9,"E",3,"Default",13.51,0,4,0.212,5,"N","N","N","Gp2","Y","major_purchase","Gp1","Default"
"1",13800,60,0.1864,355.26,"E",3,"Default",4.61,0,5,0.413,11,"N","N","Y","Gp3","Y","small_business","Gp1","Default"
"1",3500,36,0.1472,120.85,"C",2,"Default",19.3,1,6,0.543,6,"N","N","N","Gp1","Y","debt_consolidation","Gp2","Default"
"1",12800,36,0.0749,398.11,"A",6,"Default",15.34,1,10,0.005,24,"N","N","Y","Gp3","Y","debt_consolidation","Gp1","Default"
"0",5000,60,0.1521,119.51,"D",10,"Default",13.09,4,8,0.391,30,"Y","N","N","Gp4","Y","debt_consolidation","Gp2","Default"
"1",20000,60,0.1349,460.1,"C",6,"Default",19.47,0,10,0.841,37,"N","N","Y","Gp4","Y","other","Gp4","Default"
"1",16700,60,0.1565,403.02,"D",4,"Default",20.18,0,11,0.706,22,"N","N","N","Gp2","N","debt_consolidation","Gp4","Default"
"1",9250,36,0.1422,317.13,"C",0,"Default",10.81,3,2,0,3,"N","N","N","Gp1","N","debt_consolidation","Gp1","Default"
"1",13250,36,0.1758,476.24,"D",7,"Default",18.55,1,7,0.765,22,"N","Y","N","Gp1","Y","debt_consolidation","Gp2","Default"
"1",24000,60,0.2136,654.16,"F",10,"Default",8.37,2,18,0.666,30,"Y","Y","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"0",25000,36,0.164,883.88,"F",5,"Default",3.12,9,19,0.389,24,"N","N","Y","Gp5","N","home_improvement","Gp3","Default"
"1",5000,36,0.1595,175.67,"D",4,"Default",19.57,1,7,0.999,15,"N","N","N","Gp3","N","debt_consolidation","Gp4","Default"
"1",10000,36,0.1568,350.02,"E",3,"Default",7.03,0,5,0.808,15,"N","N","Y","Gp3","N","small_business","Gp5","Default"
"0",8400,36,0.1531,292.45,"D",10,"Default",13.44,7,15,0.267,52,"Y","N","Y","Gp4","Y","debt_consolidation","Gp3","Default"
"1",6000,60,0.1199,133.44,"B",10,"Default",16.27,0,4,0.568,10,"Y","N","N","Gp1","N","small_business","Gp4","Default"
"1",20000,60,0.1758,503.32,"D",1,"Default",17.6,1,15,0.826,25,"N","N","Y","Gp4","Y","debt_consolidation","Gp3","Default"
"1",9000,60,0.1749,226.06,"D",5,"Default",11.69,2,6,0.903,43,"N","N","N","Gp5","N","debt_consolidation","Gp4","Default"
"1",14000,60,0.1269,316.33,"B",10,"Default",3.91,0,5,0.708,9,"Y","Y","Y","Gp4","Y","debt_consolidation","Gp2","Default"
"1",12700,60,0.1037,272.16,"B",9,"Default",17.65,0,6,0.842,22,"N","N","Y","Gp1","N","debt_consolidation","Gp5","Default"
"1",1200,36,0.1385,40.93,"C",5,"Default",3.08,3,3,0.657,8,"N","N","Y","Gp3","N","other","Gp2","Default"
"1",5000,60,0.1306,113.92,"C",2,"Default",8.4,0,19,0.374,25,"N","N","N","Gp1","Y","debt_consolidation","Gp3","Default"
"1",5125,60,0.1074,110.77,"B",9,"Default",25.9,4,9,0.439,21,"N","N","N","Gp1","N","other","Gp2","Default"
"1",2650,36,0.074,82.31,"A",10,"Default",1.2,0,6,0.023,6,"Y","N","N","Gp1","N","other","Gp1","Default"
"1",6000,36,0.1398,205.01,"C",2,"Default",23.26,3,22,0.42,59,"N","N","Y","Gp3","N","other","Gp2","Default"
"1",20000,60,0.2089,539.84,"F",10,"Default",16.23,0,11,0.632,13,"Y","Y","Y","Gp4","Y","debt_consolidation","Gp5","Default"
"1",12000,36,0.1298,404.22,"C",3,"Default",7.76,0,8,0.852,15,"N","Y","N","Gp3","Y","debt_consolidation","Gp4","Default"
"1",10000,60,0.1689,247.94,"D",0,"Default",14.82,1,10,0.553,19,"N","N","Y","Gp3","Y","debt_consolidation","Gp2","Default"
"1",9000,36,0.1505,312.23,"D",7,"Default",23.8,0,8,0.894,10,"N","N","N","Gp3","N","credit_card","Gp5","Default"
"1",16800,60,0.2025,447.44,"F",4,"Default",12.07,1,6,0.911,14,"N","N","Y","Gp2","Y","debt_consolidation","Gp2","Default"
"1",6400,36,0.1166,101.64,"C",0,"Default",20.53,0,11,0.878,28,"N","N","Y","Gp5","N","credit_card","Gp5","Default"
"0",4750,60,0.1632,116.32,"D",1,"Default",24.57,6,9,0.765,15,"N","N","N","Gp1","Y","other","Gp4","Default"
"1",4000,36,0.1417,137.05,"C",0,"Default",22.71,2,9,0.619,11,"N","Y","Y","Gp2","Y","debt_consolidation","Gp1","Default"
"1",4800,36,0.1149,158.27,"B",0,"Default",20.42,3,10,0.649,46,"N","Y","N","Gp3","N","debt_consolidation","Gp4","Default"
"0",4200,36,0.1645,148.59,"E",2,"Default",13.95,6,5,0.829,11,"N","N","N","Gp3","Y","other","Gp5","Default"
"1",13000,36,0.1025,421.01,"B",2,"Default",24.33,0,7,0.899,21,"N","N","N","Gp4","N","debt_consolidation","Gp5","Default"
"1",18000,60,0.1749,452.11,"D",10,"Default",17.02,2,20,0.255,38,"Y","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",12000,36,0.1442,412.6,"D",3,"Default",7.91,1,8,0.858,15,"N","N","Y","Gp1","N","debt_consolidation","Gp3","Default"
"1",35000,60,0.2235,973.64,"F",10,"Default",12.95,2,16,0.823,20,"Y","N","N","Gp5","Y","credit_card","Gp5","Default"
"1",11225,36,0.1292,377.79,"D",10,"Default",23.31,1,10,0.526,19,"Y","N","Y","Gp1","N","debt_consolidation","Gp3","Default"
"1",7200,36,0.1171,238.15,"B",2,"Default",12.69,0,10,0.703,13,"N","N","N","Gp1","N","credit_card","Gp3","Default"
"1",6450,60,0.1825,164.67,"D",10,"Default",23.52,2,18,0.628,37,"Y","Y","Y","Gp4","Y","other","Gp5","Default"
"0",8000,36,0.1398,273.35,"C",10,"Default",11.28,6,6,0,19,"Y","Y","Y","Gp4","Y","medical","Gp1","Default"
"1",12000,36,0.1242,400.99,"B",0,"Default",6.3,1,8,0.787,14,"N","N","N","Gp3","Y","car","Gp3","Default"
"0",3500,36,0.1229,116.74,"C",10,"Default",26.74,6,6,0.407,10,"Y","N","Y","Gp3","N","home_improvement","Gp3","Default"
"1",3000,36,0.1537,104.54,"D",5,"Default",1,1,4,0.318,6,"N","N","N","Gp3","N","wedding","Gp1","Default"
"1",20000,60,0.1825,510.6,"D",2,"Default",22.72,2,13,0.758,19,"N","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",30000,60,0.1417,700.7,"C",5,"Default",5.74,5,9,0.232,28,"N","N","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"1",3000,36,0.1149,98.92,"B",2,"Default",15.88,0,6,0.333,9,"N","N","N","Gp2","N","credit_card","Gp1","Default"
"1",15000,36,0.1218,499.5,"B",5,"Default",0.01,4,4,0.123,10,"N","N","N","Gp5","Y","wedding","Gp2","Default"
"1",5500,36,0.1349,186.62,"C",3,"Default",10.56,0,7,0.637,15,"N","N","N","Gp3","Y","debt_consolidation","Gp4","Default"
"1",11200,36,0.1316,378.23,"C",6,"Default",4.25,3,7,0.191,7,"N","N","N","Gp3","Y","small_business","Gp3","Default"
"1",25000,36,0.1531,870.39,"D",1,"Default",8.14,0,12,0.035,24,"N","N","N","Gp5","Y","small_business","Gp1","Default"
"1",4800,36,0.0999,154.86,"B",4,"Default",26,0,4,0.369,7,"N","N","N","Gp2","Y","debt_consolidation","Gp1","Default"
"1",3000,60,0.1904,77.89,"F",3,"Default",0.69,3,4,0.116,5,"N","N","Y","Gp4","Y","home_improvement","Gp1","Default"
"1",18000,60,0.1599,437.63,"D",0,"Default",10.76,3,10,0.515,24,"N","N","Y","Gp3","Y","debt_consolidation","Gp4","Default"
"1",7500,36,0.1347,251.88,"C",1,"Default",12.68,0,5,0.747,19,"N","N","N","Gp1","N","small_business","Gp4","Default"
"0",15000,36,0.1343,508.53,"E",0,"Default",2.16,6,5,0.843,7,"N","N","Y","Gp3","N","debt_consolidation","Gp2","Default"
"1",7500,60,0.1112,163.52,"B",5,"Default",4.65,1,4,0.42,12,"N","N","Y","Gp3","N","home_improvement","Gp1","Default"
"1",5000,36,0.1306,168.62,"C",5,"Default",6.78,0,3,0.931,5,"N","N","N","Gp1","Y","debt_consolidation","Gp1","Default"
"1",25000,60,0.1171,552.46,"B",0,"Default",13.77,0,4,0.533,14,"N","N","N","Gp5","Y","credit_card","Gp5","Default"
"1",12000,60,0.1929,313.21,"E",3,"Default",12.39,1,7,0.855,12,"N","N","Y","Gp2","N","debt_consolidation","Gp4","Default"
"0",5000,60,0.1323,114.36,"C",10,"Default",6.46,4,9,0.284,23,"Y","N","Y","Gp2","Y","debt_consolidation","Gp3","Default"
"1",15000,36,0.1496,519.68,"D",10,"Default",21.57,0,8,0.874,16,"Y","N","Y","Gp4","N","credit_card","Gp4","Default"
"1",4000,60,0.1059,86.16,"B",5,"Default",1.03,1,5,0.097,33,"N","N","Y","Gp2","N","car","Gp1","Default"
"1",6000,36,0.0888,190.47,"B",5,"Default",16.6,3,14,0.153,20,"N","Y","Y","Gp3","Y","medical","Gp2","Default"
"1",18200,60,0.1521,434.99,"D",8,"Default",19.54,0,14,0.73,39,"N","N","Y","Gp4","Y","debt_consolidation","Gp5","Default"
"1",13725,60,0.1149,301.78,"B",8,"Default",7.18,1,9,0.636,47,"N","N","Y","Gp4","N","small_business","Gp5","Default"
"1",35000,60,0.1649,860.28,"D",0,"Default",12.3,2,4,0.841,22,"N","N","N","Gp4","Y","debt_consolidation","Gp4","Default"
"1",8400,60,0.1645,206.29,"E",3,"Default",19.88,1,11,0.465,17,"N","N","N","Gp2","Y","debt_consolidation","Gp2","Default"
"1",16000,36,0.1479,553.01,"C",1,"Default",23.78,3,8,0.901,29,"N","N","Y","Gp5","Y","renewable_energy","Gp5","Default"
"1",10000,36,0.08,313.37,"A",4,"Default",7.62,2,7,0.197,23,"N","N","N","Gp1","Y","debt_consolidation","Gp1","Default"
"0",5600,36,0.0945,179.26,"B",5,"Default",3.06,8,9,0.194,42,"N","N","Y","Gp5","N","car","Gp1","Default"
"1",15250,60,0.1558,367.46,"D",2,"Default",9.66,0,13,0.445,35,"N","N","Y","Gp3","N","debt_consolidation","Gp4","Default"
"1",25000,36,0.1074,815.4,"B",10,"Default",17.76,0,12,0.302,41,"Y","N","Y","Gp3","Y","small_business","Gp5","Default"
"1",12000,36,0.1183,397.61,"B",10,"Default",18.9,1,5,0.461,11,"Y","N","N","Gp4","N","other","Gp3","Default"
"1",6250,36,0.1727,223.68,"D",4,"Default",13.76,0,2,0.085,15,"N","N","Y","Gp1","Y","other","Gp1","Default"
"1",5000,36,0.0662,153.52,"A",5,"Default",18.31,0,12,0.71,33,"N","N","Y","Gp2","Y","debt_consolidation","Gp2","Default"
"1",2400,36,0.1426,82.34,"C",0,"Default",19.13,0,7,0.704,14,"N","N","N","Gp1","N","debt_consolidation","Gp1","Default"
"0",18000,36,0.1484,622.57,"D",7,"Default",18.6,6,8,0.655,21,"N","N","Y","Gp4","Y","credit_card","Gp4","Default"
"1",2400,36,0.1171,79.39,"B",2,"Default",10.5,0,6,0.538,8,"N","N","N","Gp1","Y","credit_card","Gp2","Default"
"1",15875,60,0.1491,376.92,"D",0,"Default",29,0,9,0.862,17,"N","N","N","Gp2","Y","debt_consolidation","Gp5","Default"
"1",10000,36,0.1379,340.76,"C",3,"Default",15.49,3,8,0.478,17,"N","N","N","Gp1","N","house","Gp4","Default"
"1",3000,60,0.1751,75.39,"E",6,"Default",13.97,0,4,0.972,19,"N","N","N","Gp2","Y","vacation","Gp1","Default"
"1",5400,36,0.1099,176.77,"B",3,"Default",4.25,0,7,0.575,31,"N","Y","Y","Gp2","N","debt_consolidation","Gp2","Default"
"1",7500,36,0.1008,188.99,"B",4,"Default",17.61,2,8,0.107,36,"N","N","Y","Gp4","N","other","Gp2","Default"
"1",17000,60,0.0962,358.03,"B",10,"Default",7.35,3,14,0.225,38,"Y","N","Y","Gp5","N","home_improvement","Gp3","Default"
"1",8000,60,0.0617,155.3,"A",6,"Default",19.34,1,15,0.211,38,"N","N","Y","Gp4","N","other","Gp3","Default"
"1",14000,60,0.2062,375.77,"F",10,"Default",8.22,0,6,0.91,12,"Y","N","Y","Gp2","Y","debt_consolidation","Gp3","Default"
"1",35000,60,0.1242,786.01,"B",3,"Default",10.3,0,12,0.5,35,"N","N","Y","Gp5","Y","debt_consolidation","Gp5","Default"
"1",3000,36,0.1099,98.21,"B",0,"Default",14.18,2,7,0.876,8,"N","N","N","Gp1","N","debt_consolidation","Gp1","Default"
"1",18000,60,0.1929,469.81,"F",5,"Default",13.38,0,3,0.872,17,"N","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",8000,36,0.1059,260.36,"B",8,"Default",7.87,0,7,0.844,20,"N","Y","Y","Gp2","Y","wedding","Gp5","Default"
"1",14000,60,0.1199,311.36,"B",5,"Default",19.3,0,11,0.477,15,"N","N","Y","Gp4","Y","debt_consolidation","Gp4","Default"
"1",16000,36,0.079,500.65,"A",1,"Default",24.66,0,8,0.81,28,"N","N","N","Gp2","Y","debt_consolidation","Gp5","Default"
"0",4000,36,0.1154,131.99,"C",0,"Default",1.3,2,1,0.86,2,"N","N","N","Gp1","N","debt_consolidation","Gp1","Default"
"0",16000,36,0.1348,542.79,"C",5,"Default",3.12,7,19,0.1,39,"N","Y","Y","Gp5","N","small_business","Gp5","Default"
"1",8000,36,0.1496,277.16,"D",2,"Default",4.46,0,7,0.269,9,"N","N","N","Gp2","N","major_purchase","Gp2","Default"
"1",18000,60,0.1799,456.99,"E",3,"Default",5.15,1,6,0.739,15,"N","N","Y","Gp4","Y","home_improvement","Gp3","Default"
"1",18000,36,0.1311,607.41,"C",8,"Default",10.25,0,9,0.406,11,"N","N","N","Gp4","N","debt_consolidation","Gp3","Default"
"1",5000,36,0.1218,166.5,"B",0,"Default",22.45,3,6,0.67,10,"N","N","Y","Gp3","N","other","Gp4","Default"
"1",20000,60,0.138,463.3,"C",10,"Default",7.73,2,9,0.602,29,"Y","N","Y","Gp5","Y","debt_consolidation","Gp5","Default"
"1",20000,36,0.16,703.15,"D",10,"Default",18.13,0,8,0.82,35,"Y","N","N","Gp5","Y","small_business","Gp5","Default"
"0",24000,60,0.1459,350.69,"D",1,"Default",15.82,5,9,0.398,14,"N","N","N","Gp4","Y","other","Gp3","Default"
"1",20000,60,0.1682,311.93,"E",10,"Default",15.69,2,11,0.728,35,"Y","N","Y","Gp5","Y","credit_card","Gp3","Default"
"1",5775,36,0.0963,185.35,"A",1,"Default",7.15,0,5,0.659,10,"N","N","N","Gp1","Y","medical","Gp3","Default"
"1",19275,36,0.145,663.47,"E",8,"Default",9.86,1,8,0.567,13,"N","N","N","Gp1","N","debt_consolidation","Gp3","Default"
"0",9250,36,0.1533,322.17,"D",7,"Default",23.93,4,7,0.702,14,"N","Y","N","Gp1","Y","debt_consolidation","Gp4","Default"
"0",6000,60,0.1682,148.54,"E",1,"Default",17.77,5,9,0.07,33,"N","Y","N","Gp2","Y","wedding","Gp1","Default"
"1",14000,60,0.1596,340.16,"C",10,"Default",12.9,1,8,0.334,11,"Y","N","N","Gp3","Y","debt_consolidation","Gp3","Default"
"1",4000,36,0.1189,132.66,"B",5,"Default",19.76,3,7,0.864,23,"N","N","Y","Gp4","Y","educational","Gp5","Default"
"1",10000,36,0.1242,334.16,"B",10,"Default",18.31,1,7,0.906,19,"Y","N","N","Gp2","Y","credit_card","Gp4","Default"
"1",12000,36,0.0932,383.37,"A",4,"Default",2.34,0,16,0.065,35,"N","N","Y","Gp1","N","credit_card","Gp2","Default"
"1",17325,60,0.1862,445.81,"F",9,"Default",19.4,0,10,0.938,13,"N","N","N","Gp1","Y","debt_consolidation","Gp4","Default"
"0",5000,36,0.1411,171.15,"D",3,"Default",22.76,2,5,0.084,6,"N","N","Y","Gp1","N","debt_consolidation","Gp1","Default"
"1",35000,60,0.1649,860.28,"D",3,"Default",26.51,2,12,0.53,27,"N","N","Y","Gp5","Y","credit_card","Gp5","Default"
"1",10000,36,0.1379,340.76,"C",6,"Default",15.14,1,10,0.642,13,"N","N","N","Gp3","N","debt_consolidation","Gp3","Default"
"1",1000,36,0.1472,34.53,"C",6,"Default",23.43,1,19,0.735,41,"N","N","Y","Gp4","N","medical","Gp5","Default"
"1",8000,60,0.1602,194.63,"D",3,"Default",15.14,1,6,0.76,21,"N","N","Y","Gp2","N","debt_consolidation","Gp2","Default"
"1",10000,36,0.1825,362.78,"D",1,"Default",24.14,0,9,0.963,26,"N","N","N","Gp4","Y","credit_card","Gp5","Default"
"1",13225,60,0.1969,348.11,"E",10,"Default",24.33,0,11,0.904,28,"Y","N","Y","Gp2","Y","debt_consolidation","Gp5","Default"
"1",25000,36,0.138,852.02,"C",10,"Default",12.87,1,11,0.274,35,"Y","Y","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",4000,60,0.1903,103.83,"E",0,"Default",12.75,3,6,0.827,7,"N","N","N","Gp1","Y","debt_consolidation","Gp2","Default"
"1",6125,36,0.1689,218.04,"D",1,"Default",19,0,6,0.961,17,"N","Y","Y","Gp2","Y","debt_consolidation","Gp5","Default"
"0",15000,36,0.1663,532.05,"E",10,"Default",21.95,6,9,0.891,19,"Y","N","Y","Gp5","Y","other","Gp5","Default"
"1",7000,36,0.1146,230.7,"B",2,"Default",8.74,0,10,0.277,16,"N","N","N","Gp2","Y","debt_consolidation","Gp5","Default"
"1",6000,60,0.1223,134.17,"C",2,"Default",11.41,3,8,0,22,"N","Y","N","Gp2","N","major_purchase","Gp1","Default"
"1",14500,36,0.0749,450.98,"A",10,"Default",0,1,7,0,18,"Y","N","Y","Gp4","N","debt_consolidation","Gp1","Default"
"1",2000,60,0.1398,46.52,"C",10,"Default",13.63,3,5,0.237,7,"Y","N","N","Gp1","N","car","Gp1","Default"
"0",24000,36,0.1496,831.52,"D",7,"Default",11.38,7,13,0.56,33,"N","N","Y","Gp5","N","small_business","Gp5","Default"
"1",11900,60,0.1099,250.53,"B",10,"Default",4.07,0,6,0.128,12,"Y","N","N","Gp1","N","car","Gp2","Default"
"1",2800,36,0.1217,93.23,"D",7,"Default",19.19,1,3,0.44,17,"N","Y","Y","Gp2","N","wedding","Gp1","Default"
"1",8500,60,0.1311,193.89,"C",7,"Default",10.59,1,22,0.214,62,"N","N","Y","Gp2","N","debt_consolidation","Gp4","Default"
"1",5000,36,0.1183,165.67,"B",2,"Default",5.66,2,8,0.311,31,"N","N","Y","Gp4","N","major_purchase","Gp3","Default"
"1",25000,36,0.164,883.88,"E",10,"Default",8.19,2,5,0.977,33,"Y","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",12000,36,0.1111,393.5,"B",2,"Default",9.23,0,4,0.249,8,"N","Y","N","Gp3","Y","small_business","Gp1","Default"
"1",5000,36,0.1284,168.09,"C",4,"Default",0.23,0,9,0.001,16,"N","N","N","Gp3","Y","car","Gp1","Default"
"0",5000,36,0.1091,163.49,"C",10,"Default",8.3,25,15,0.026,20,"Y","N","Y","Gp5","N","other","Gp1","Default"
"1",5000,36,0.0963,160.47,"B",8,"Default",3.39,2,14,0.178,20,"N","N","N","Gp2","N","credit_card","Gp2","Default"
"1",12000,60,0.0999,161.45,"B",7,"Default",19.16,1,10,0.467,19,"N","N","Y","Gp3","Y","debt_consolidation","Gp3","Default"
"1",3500,36,0.1171,115.77,"B",0,"Default",9.36,0,6,0.458,8,"N","N","N","Gp1","Y","debt_consolidation","Gp1","Default"
"1",5000,36,0.0603,152.18,"A",10,"Default",23.13,0,13,0.393,33,"Y","N","Y","Gp3","N","credit_card","Gp4","Default"
"1",16000,36,0.0749,497.63,"A",10,"Default",14.15,0,6,0.534,28,"Y","N","N","Gp3","Y","debt_consolidation","Gp3","Default"
"0",3500,36,0.1521,121.69,"D",10,"Default",16.36,5,7,0.254,25,"Y","Y","N","Gp4","N","major_purchase","Gp1","Default"
"1",9925,36,0.1558,346.88,"D",7,"Default",15.35,0,5,0.412,23,"N","Y","Y","Gp3","Y","debt_consolidation","Gp1","Default"
"0",25000,36,0.1878,913.63,"F",9,"Default",11.64,4,18,0.378,39,"N","N","Y","Gp4","N","small_business","Gp5","Default"
"1",10000,36,0.1146,329.57,"B",10,"Default",7.85,1,8,0.954,26,"Y","N","Y","Gp5","Y","debt_consolidation","Gp4","Default"
"1",20500,36,0.209,771.28,"G",5,"Default",24.52,1,6,0.999,28,"N","Y","Y","Gp4","N","debt_consolidation","Gp4","Default"
"1",6000,60,0.1941,157.01,"F",4,"Default",11.47,0,4,0.993,7,"N","N","N","Gp1","Y","other","Gp2","Default"
